Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,,
952c066b,Hyundai Ioniq 5,NMC,72.6,54,502,15.8,0.15,0.95,Conservative,0.027,96.45,Healthy,,
220e1bd,Ford Mustang Mach-E,NMC,88,6,59,15.1,0.29,0.7,Conservative,0.0184,99.98,Healthy,,
c0d2806,Wuling Air EV,LFP,26,77,69,9.7,0.25,1.1,Moderate,0.009,94.09,Healthy,,
7c21978b,Hyundai Ioniq 5,NMC,72.6,22,164,24.9,0.62,,Conservative,0.0247,98.71,Healthy,,
e70e1fb,Wuling Air EV,LFP,26,1,268,41.7,0.59,1.85,Conservative,,97.57,Healthy,,
1c7dc927,Tesla Model ,,75,68,928,,0.42,,Conservative,0.0476,90.94,Healthy,,
416cab87,Hyundai Ioniq 5,NMC,72.6,24,192,20,0.04,,Moderate,0.0261,98.29,Healthy,,
f28c47,Wuling Air EV,LFP,26,5,26,,0.82,0.52,Moderate,0.0188,,Healthy,,
d2c0249c,,LFP,60,60,5,5.7,0.99,,Moderate,0.0278,96.44,Healthy,,
cc4e1615,Tesla Model ,NMC,75,9,764,19.5,0,0.91,Moderate,0.0424,92.49,Healthy,,
18a4beb,Ford Mustang Mach-E,,88,25,221,6,0.21,,Moderate,0.0275,97.68,Healthy,,
1a4a0ae,BYD Atto ,,60,15,72,22.5,0.07,0.78,Aggressive,0.021,99.55,Healthy,,
5df60b,,NMC,75,48,416,25.8,0.95,1.67,Aggressive,0.099,9.7,Healthy,,
0acb7dd,Wuling Air EV,LFP,26,45,71,2.6,0.8,1.49,Moderate,0.0265,96.25,Healthy,,
9b2c74a,Hyundai Ioniq 5,NMC,72.6,50,5,26.8,0.22,,Moderate,0.016,96.11,Healthy,,
a42b475b,Ford Mustang Mach-E,NMC,88,46,492,22.5,0.9,,Moderate,0.05,95.02,Healthy,,
46d215b,BYD Atto ,LFP,60,79,952,5.1,0.27,,Aggressive,0.051,91.99,Healthy,,
79ac449,Wuling Air EV,LFP,26,6,426,27,0.24,1.9,Conservative,0.0245,97.6,Healthy,,
fd07ed1,Hyundai Ioniq 5,NMC,72.6,6,54,22.4,0.85,1.5,Moderate,0.05,9.67,Healthy,,
9aad926d,,NMC,88,20,252,12.1,0.98,0.7,Conservative,0.0285,97.28,Healthy,,
2d1184b5,,NMC,72.6,67,2,4.2,0.82,2.2,Aggressive,0.065,84.8,Healthy,,
095ae60a,,NMC,75,9,899,5.2,0.51,0.8,Conservative,0.0512,89.86,Healthy,,
95f5cd0,Tesla Model ,NMC,75,7,69,,0,1.52,Moderate,0.022,99.09,Healthy,,
45c0e9e,Ford Mustang Mach-E,,88,2,26,7.2,0.6,1.42,Conservative,0.015,95.97,Healthy,,
74a9b2e9,BYD Atto ,LFP,60,51,87,41.7,0.41,2.2,Conservative,0.0255,96.56,Healthy,,
f09268c,Hyundai Ioniq 5,NMC,72.6,60,719,18.9,0.16,,Conservative,0.075,94,Healthy,,
4c58cf09,Ford Mustang Mach-E,NMC,88,7,566,26.9,0.49,,Conservative,0.026,95,Healthy,,
78eb4f4,Tesla Model ,NMC,75,6,550,12,0.42,1.08,Moderate,0.082,9.85,Healthy,,
9f6c547,Wuling Air EV,LFP,26,,25,22.6,0.15,1.12,Aggressive,0.022,98.66,Healthy,,
bbec2ba,,NMC,88,61,259,,0.27,2,Moderate,0.008,96.8,Healthy,,
46498cb,Wuling Air EV,LFP,26,86,1266,20.6,0.57,1.9,Moderate,,91.89,Healthy,,
f7c4a2,Hyundai Ioniq 5,,72.6,79,1164,14.8,0.74,1.76,Aggressive,0.0649,84.77,Healthy,,
4c0b4da2,,NMC,88,66,516,24.2,0.61,1.5,Conservative,0.052,95.11,Healthy,,
bf27c69,Wuling Air EV,LFP,26,18,98,29.9,0.77,1.55,Moderate,0.0208,98.92,Healthy,,
fbdbbbe9,Ford Mustang Mach-E,NMC,88,95,892,28.8,0.6,,Conservative,0.0466,90.7,Healthy,,
4dd5629f,Ford Mustang Mach-E,NMC,88,66,95,25.6,0.19,0.8,Aggressive,0.02,95.4,Healthy,,
772f9f06,Tesla Model ,NMC,75,1,161,11.9,0.78,1,Conservative,0.02,98.74,Healthy,,
076041a,Hyundai Ioniq 5,NMC,72.6,56,815,18,0.79,1.44,Moderate,0.0455,91.97,Healthy,,
b0c827f,Ford Mustang Mach-E,NMC,88,20,19,22.6,0.65,0.6,Moderate,0.026,97.8,Healthy,,
1db2abea,BYD Atto ,LFP,60,86,802,,0.06,2.47,Conservative,0.029,95.27,Healthy,,
0b655,Tesla Model ,NMC,75,2,0,25.9,0.7,1.41,Aggressive,0.09,95.1,Healthy,,
65db862c,,NMC,72.6,71,91,20.5,0.8,2.22,Aggressive,0.09,9.91,Healthy,,
200487c,Ford Mustang Mach-E,NMC,88,84,61,24.4,0.57,1.2,Moderate,0.0412,92.9,Healthy,,
b0e12799,Hyundai Ioniq 5,NMC,72.6,86,69,,0.06,2.09,Aggressive,0.01,92.91,Healthy,,
0b254d1,Tesla Model ,NMC,75,4,57,,0.61,,Aggressive,0.022,99.19,Healthy,,
e506a,,LFP,26,7,6,1.4,0.04,2,Conservative,0.0197,99.71,Healthy,,
ad1cfac8,BYD Atto ,LFP,60,11,84,1.8,0.42,2.09,Moderate,0.0228,99.01,Healthy,,
b91ccd7c,Hyundai Ioniq 5,,72.6,19,110,,0,,Aggressive,0.02,99.7,Healthy,,
41b9247f,,LFP,26,15,219,,0.7,,Conservative,0.02,98.08,Healthy,,
aa8fb5d,Ford Mustang Mach-E,NMC,88,0,198,26,0.91,,Moderate,0,96.77,Healthy,,
8fd74827,Ford Mustang Mach-E,NMC,88,54,645,,0.26,1.9,Aggressive,0.0414,92.66,Healthy,,
6c0b8507,BYD Atto ,LFP,60,27,184,2.4,0.28,2.22,Conservative,0.021,98.84,Healthy,,
94b889a2,Tesla Model ,NMC,75,28,2,2,0.65,1.96,Moderate,0.0292,97.9,Healthy,,
b9558590,Tesla Model ,NMC,75,76,104,,0.1,,Conservative,0.047,91.04,Healthy,,
f42d2e1,Ford Mustang Mach-E,NMC,88,44,219,12.7,0.28,2.02,Moderate,0.0202,99.02,Healthy,,
8cc1707,,NMC,72.6,1,268,2.8,0.1,0.9,Moderate,0.0284,97.47,Healthy,,
0f65f5,,LFP,60,8,160,27.4,0.17,1.44,Moderate,0.0229,99.5,Healthy,,
e174e117,Wuling Air EV,,26,94,1042,6.5,0.49,1.84,Moderate,0.094,91.6,Healthy,,
1b599,Hyundai Ioniq 5,NMC,72.6,9,,.,0.2,2.26,Moderate,0.028,98.69,Healthy,,
5de8012f,Hyundai Ioniq 5,NMC,72.6,7,41,9.1,0.66,0.77,Conservative,0.0227,99.45,Healthy,,
f4fc81ba,Tesla Model ,NMC,75,8,101,2,0.67,,Moderate,0.0257,98.67,Healthy,,
d954546,BYD Atto ,LFP,60,7,448,19.9,0.04,1.75,Aggressive,0.0258,97.09,Healthy,,
f69cb9c,Ford Mustang Mach-E,NMC,88,5,46,4.4,0.69,0.74,Moderate,,99.49,Healthy,,
e085790,,NMC,72.6,92,117,18,0.11,0.98,Conservative,0.0502,90.5,Healthy,,
a87650c,Tesla Model ,NMC,75,51,4,0,0.5,1.4,Moderate,0.024,96.2,Healthy,,
277b9f2d,Ford Mustang Mach-E,NMC,88,82,1189,0.4,0.16,0.88,Moderate,0.0527,88.92,Healthy,,
451066d6,Ford Mustang Mach-E,NMC,88,76,1125,17.5,0.89,0.59,Moderate,0.0595,86.8,Healthy,,
2c2e9,BYD Atto ,LFP,60,80,1048,22.2,0.77,0.65,Moderate,0.044,92.97,Healthy,,
014a258c,Hyundai Ioniq 5,,72.6,75,477,10.5,0.72,2.09,Moderate,0.06,95,Healthy,,
2b24b50,Ford Mustang Mach-E,NMC,88,5,694,29.8,0.5,1.54,Conservative,0.08,9.1,Healthy,,
85258ea7,Ford Mustang Mach-E,,88,2,206,21,0.16,2.11,Moderate,0.0248,98.4,Healthy,,
7abf67f6,,NMC,72.6,5,691,16.6,0.09,2.1,Moderate,0.092,9.85,Healthy,,
77b7029c,Tesla Model ,,75,80,8,,0.29,2.49,Conservative,,9.1,Healthy,,
824c259,Hyundai Ioniq 5,,72.6,8,562,0.6,0.19,1.99,Moderate,0.077,9.91,Healthy,,
bc8fbc4,Wuling Air EV,LFP,26,1,7,1,0.88,,Moderate,0.0221,,Healthy,,
5.49E+88,Wuling Air EV,LFP,26,27,95,18,0.77,1.09,Moderate,0.026,97.1,Healthy,,
f0aa5b21,Tesla Model ,NMC,75,76,955,15.6,0.45,1.08,Moderate,0.048,90.7,Healthy,,
a61e7a8d,Wuling Air EV,LFP,26,9,7,1.6,0.97,,Aggressive,,99.08,Healthy,,
69b1aa09,Ford Mustang Mach-E,NMC,88,82,118,4,0.68,1.67,Conservative,0.0596,87.29,Healthy,,
9c296cc0,Ford Mustang Mach-E,NMC,88,9,448,8.8,0.6,,Moderate,0.09,95.8,Healthy,,
2e871ba,Hyundai Ioniq 5,NMC,72.6,5,512,,0.92,2.1,Moderate,0,94.91,Healthy,,
4aaaf08,BYD Atto ,LFP,60,54,80,22.6,0.12,,Aggressive,0.0254,98.2,Healthy,,
9fa2d6f,BYD Atto ,LFP,60,92,6,,0.6,2,Moderate,0.0267,97.05,Healthy,,
d0aa51,BYD Atto ,LFP,60,5,22,0.4,0.97,2.1,Conservative,0.0226,98.46,Healthy,,
5fe8d47,Hyundai Ioniq 5,NMC,72.6,4,241,25.7,0.29,1.98,Moderate,0.026,97.8,Healthy,,
dc58155,Wuling Air EV,LFP,26,49,447,28,0.22,1.07,Aggressive,0.0277,96.9,Healthy,,
bec2eb2,Hyundai Ioniq 5,NMC,72.6,62,69,19.9,0.8,1.54,Aggressive,0.0457,91.29,Healthy,,
87ebde9,Hyundai Ioniq 5,NMC,72.6,79,728,17,0.2,2.46,Aggressive,0.0445,91.64,Healthy,,
691f41a,,NMC,72.6,,46,0.5,0.8,,Moderate,,95.28,Healthy,,
8db41f8,BYD Atto ,LFP,60,7,454,,0.48,2.15,,0.0245,97.24,Healthy,,
5f0b6c4,Ford Mustang Mach-E,,88,14,157,15.9,0.94,,Moderate,0.0265,97.76,Healthy,,
7fb4d8f,Wuling Air EV,LFP,26,10,5,0.8,0.67,0.74,Aggressive,0.028,98.27,Healthy,,
fe10eaf,Tesla Model ,NMC,75,16,22,,0,0.92,Moderate,0.022,98,Healthy,,
21c091a,,NMC,72.6,18,221,2.9,0.52,,Moderate,0.017,96.46,Healthy,,
5f2b2ae7,Wuling Air EV,LFP,26,86,101,17.5,0.46,0.66,Moderate,0.046,9.4,Healthy,,
2caf6,Ford Mustang Mach-E,,88,66,280,2.2,0.55,0.71,Moderate,0.001,96.58,Healthy,,
0bc217f,BYD Atto ,LFP,60,10,121,0,0.47,0.55,Moderate,0.02,99.24,Healthy,,
5b0a6ca9,BYD Atto ,LFP,60,59,500,,0.79,0.59,Moderate,0.01,94.7,Healthy,,
5b90ea4d,,LFP,26,51,54,15.1,0.92,1.7,Conservative,,96.1,Healthy,,
e066192,Tesla Model ,,75,8,7,0.4,0.28,,Conservative,0.028,97.26,Healthy,,
459fd86c,,LFP,60,17,176,27.2,0.26,1.5,Moderate,0.0229,98.16,Healthy,,
1b514a1,BYD Atto ,LFP,60,22,1,4.8,0.1,2.27,Moderate,0.0254,97.08,Healthy,,
56b9f471,Hyundai Ioniq 5,NMC,72.6,59,28,16.8,0,0.85,Aggressive,0.029,97.1,Healthy,,
4c9747c9,Ford Mustang Mach-E,NMC,88,6,47,16.8,0.12,1.24,,0.04,95.95,Healthy,,
e49c8eba,BYD Atto ,LFP,60,16,175,,0.08,1.2,Moderate,,99.29,Healthy,,
f99eacbb,Tesla Model ,,75,6,62,42.7,0.89,,Conservative,,94.09,Healthy,,
a1acc42b,Tesla Model ,,75,74,86,2.4,0.9,1.15,Moderate,0.0482,90.79,Healthy,,
d9d8849d,BYD Atto ,LFP,60,79,729,2,0.61,2.44,Moderate,0.007,94.86,Healthy,,
dbed89d2,,NMC,72.6,59,496,15,0.58,1.25,Conservative,0.061,95.48,Healthy,,
64baa9e0,BYD Atto ,,60,20,216,18.2,0.01,2.04,Moderate,0.0224,98.62,Healthy,,
0024a0e,Hyundai Ioniq 5,NMC,72.6,11,86,25.8,0.74,,,,99.77,Healthy,,
e0921fa7,Tesla Model ,,75,22,214,15.9,0.78,2.28,Aggressive,0.024,96.29,Healthy,,
74a90dc8,Ford Mustang Mach-E,NMC,88,82,60,1.5,0.67,,Conservative,0.084,94.07,Healthy,,
6167c6a5,,,60,84,71,42.1,0.47,2.16,Aggressive,,96,Healthy,,
1f21514,Wuling Air EV,LFP,26,62,76,24.8,0.01,2.14,Moderate,0.0277,96.12,Healthy,,
147e9177,,NMC,72.6,1,4,,0.07,0.5,Moderate,0.0291,96.97,Healthy,,
bbeda7d5,,NMC,88,71,891,4.8,0.91,,Moderate,0.0551,88.6,Healthy,,
b45cc56,,NMC,75,2,175,6.6,0.21,2.5,Moderate,0.0276,97.8,Healthy,,
fbf256a,,LFP,60,5,297,2,0.49,2.9,Conservative,0.0241,97.76,Healthy,,
5acfa5,BYD Atto ,LFP,60,49,24,,0.45,,Conservative,0.0211,98.8,Healthy,,
1a889e8,BYD Atto ,LFP,60,,597,1.2,1,0.85,Moderate,0.0292,95.11,Healthy,,
ce6aacb5,BYD Atto ,,60,92,558,,0.47,1.95,Conservative,0.0278,95.7,Healthy,,
108a6aa,BYD Atto ,LFP,60,2,14,14.7,0.57,1.8,Moderate,0.0192,99.78,Healthy,,
80f1e65f,Tesla Model ,NMC,75,6,147,0.8,0.6,,Conservative,0.0241,98.5,Healthy,,
f2f0fda7,BYD Atto ,,60,74,911,14,0.88,2.1,Conservative,0.055,92.82,Healthy,,
dd29d0f4,Hyundai Ioniq 5,NMC,72.6,70,818,21.2,0.67,1.62,Moderate,0.0495,90.2,Healthy,,
d297a2c4,Hyundai Ioniq 5,NMC,72.6,7,98,10.8,0.02,0.97,Moderate,0.042,92.5,Healthy,,
78a2a0b,,LFP,26,88,625,7.5,0.28,2.48,Aggressive,0.028,95.44,Healthy,,
fd6245a,,,88,41,70,,0.4,,Conservative,0.002,97,Healthy,,
c98a49d9,Ford Mustang Mach-E,NMC,88,,542,24.2,0.57,,Moderate,0.055,94.48,Healthy,,
6a1e1b4,BYD Atto ,LFP,60,42,20,6,0.14,,Conservative,0.02,99.05,Healthy,,
6966756,Hyundai Ioniq 5,NMC,72.6,85,8,5,0.9,1.88,Moderate,0.022,95.6,Healthy,,
4195f7e,,NMC,88,86,666,1.8,0.87,1.88,Aggressive,0.0512,89.86,Healthy,,
a016b270,,,75,6,89,27,0.2,2,Moderate,0.02,98.79,Healthy,,
ac78fb06,Hyundai Ioniq 5,NMC,72.6,86,721,0.6,0.08,0.51,Aggressive,0.0414,92.7,Healthy,,
818662a6,Tesla Model ,NMC,75,25,208,7,0.24,2.4,Moderate,0.0259,97.78,Healthy,,
d0b22714,Hyundai Ioniq 5,NMC,72.6,7,48,15.8,0.57,1,Moderate,0.059,94.71,Healthy,,
4af56a,Ford Mustang Mach-E,NMC,88,22,272,10.7,0.27,1.21,Moderate,0.0274,97.66,Healthy,,
9f6c1a7b,,NMC,72.6,56,680,26.2,0.69,,Moderate,,92.17,Healthy,,
8072510,,,72.6,46,199,,0.27,,Conservative,0.025,98.16,Healthy,,
995b516,BYD Atto ,LFP,60,19,218,21.1,0.64,0.82,Moderate,,97.84,Healthy,,
97c78547,Hyundai Ioniq 5,,72.6,9,1,14,0.64,2.41,Aggressive,0.08,95.65,Healthy,,
4a1bf17e,Hyundai Ioniq 5,NMC,72.6,,1,,0.2,1.01,Moderate,0.0197,,Healthy,,
f22cdab,,NMC,75,49,28,15.5,0.52,1.4,Moderate,,97.95,Healthy,,
24661882,Hyundai Ioniq 5,NMC,72.6,27,86,26.4,0.57,,,0.0297,96.89,Healthy,,
4487f9b,Wuling Air EV,LFP,26,12,90,28.1,0.01,,Conservative,0.0226,98.77,Healthy,,
188c0b,,LFP,26,16,177,,0.6,1.58,Moderate,0.02,98.81,Healthy,,
a1502c9,Hyundai Ioniq 5,NMC,72.6,54,56,18.1,0.9,1.02,Moderate,0.025,96.09,Healthy,,
c8e11197,Wuling Air EV,,26,5,45,2.7,0.15,2.1,Moderate,0.0208,,Healthy,,
cc04f9bd,Tesla Model ,,75,69,788,27.2,0.5,2.1,Conservative,0.041,92.25,Healthy,,
a44dd6,Ford Mustang Mach-E,NMC,88,45,186,25.2,0.82,,Moderate,0.026,97.6,Healthy,,
05df7cf,Hyundai Ioniq 5,NMC,72.6,46,456,2.4,0.08,1.02,Aggressive,0.04,95.29,Healthy,,
b46bf956,Wuling Air EV,LFP,26,64,411,6.6,0.9,1.4,Conservative,0.0249,96.84,Healthy,,
6e0705a8,Ford Mustang Mach-E,NMC,88,22,12,,0.88,,Conservative,0.018,96.67,Healthy,,
5abac556,,NMC,88,45,26,1.6,0.75,,Moderate,0.0295,96,Healthy,,
4b9dbfc,Tesla Model ,NMC,75,52,684,,0.1,0.56,,0.067,94.1,Healthy,,
0d4c8abf,Wuling Air EV,LFP,26,,85,28.4,0.09,0.82,Conservative,0.025,98.28,Healthy,,
7a48856c,Tesla Model ,,75,81,5,1.6,0.1,,,0.0272,97.5,Healthy,,
ef276ea,BYD Atto ,LFP,60,96,142,,0.4,,Moderate,0.068,92.02,Healthy,,
9ac275e8,Wuling Air EV,LFP,26,75,92,16.2,0.26,1.9,Conservative,0.0272,97.67,Healthy,,
84cc0b8,Wuling Air EV,LFP,26,17,15,2.5,0.97,0.7,Aggressive,0.0212,98.52,Healthy,,
0f808672,Wuling Air EV,LFP,26,77,118,,0.74,2.19,,0.071,91.88,Healthy,,
2485ce42,Wuling Air EV,LFP,26,94,127,29.6,0.7,0.66,Conservative,0.06,92.21,Healthy,,
bb9f157,Wuling Air EV,LFP,26,7,86,,0.6,0.7,Conservative,0.0204,99.41,Healthy,,
ae5a4bd,Ford Mustang Mach-E,NMC,88,64,450,5.4,0.4,,Aggressive,,9.22,Healthy,,
50cc82ce,Ford Mustang Mach-E,NMC,88,12,179,.,0.02,2.22,Moderate,0.0267,97.97,Healthy,,
6b7594ae,Hyundai Ioniq 5,,72.6,69,694,,0.51,1,Moderate,0.046,91.82,Healthy,,
17e1d5db,Wuling Air EV,LFP,26,8,586,29.6,0.57,0.91,Aggressive,0.002,95,Healthy,,
7ec2944f,Tesla Model ,NMC,75,58,660,8.4,0.17,,Moderate,0.067,94.72,Healthy,,
4eeecf60,Hyundai Ioniq 5,NMC,72.6,76,95,,0.9,1.66,Moderate,0.01,95.5,Healthy,,
9b959ad,Tesla Model ,,75,62,288,,0.6,,Moderate,0.016,96.61,Healthy,,
c1d6b7,BYD Atto ,LFP,60,15,15,27,0.87,,Moderate,0.0225,99.25,Healthy,,
7ec4a2,,NMC,75,1,120,7.7,0.97,,Moderate,,97.4,Healthy,,
85285f,,NMC,75,48,291,21.8,0.5,,Aggressive,0.028,95.6,Healthy,,
d101aae8,,LFP,26,95,1252,,0.44,1.97,Aggressive,0.094,90.98,Healthy,,
f200fc46,Hyundai Ioniq 5,NMC,72.6,48,6,0.5,0.2,1.9,Aggressive,0.028,96.12,Healthy,,
c72fda2,BYD Atto ,,60,8,105,24,0.2,1.72,Conservative,0.0215,98.8,Healthy,,
bad216,Tesla Model ,NMC,75,65,46,0.2,0.7,,Moderate,0.051,94.8,Healthy,,
f1e7764,Tesla Model ,NMC,75,12,86,16.8,0.61,,Conservative,0.0198,99.92,Healthy,,
595e988f,Wuling Air EV,,26,48,211,.,0.75,1.05,Moderate,0.027,98.54,Healthy,,
15addb61,Hyundai Ioniq 5,NMC,72.6,66,985,28.1,0.42,1.6,Conservative,,92.01,Healthy,,
e7fda88,,LFP,26,51,418,22.8,0.7,0.95,Moderate,0.0266,96.92,Healthy,,
010fc9c,,LFP,60,7,90,1.8,0.86,2.45,Moderate,0.0211,,Healthy,,
2470800,BYD Atto ,LFP,60,78,72,1,0.95,,Conservative,0.0249,97.4,Healthy,,
a72efc91,Ford Mustang Mach-E,,88,8,76,,0.95,0.9,Conservative,0.024,99.12,Healthy,,
9d486122,Tesla Model ,,75,84,550,12.9,0.46,1.84,Conservative,0.01,95.94,Healthy,,
66b48511,BYD Atto ,LFP,60,94,1168,7.1,0.7,1.1,Aggressive,,90.42,Healthy,,
0e0e69d,Ford Mustang Mach-E,,88,,574,21.9,0.19,,Moderate,0.041,94.88,Healthy,,
e7fa592,Hyundai Ioniq 5,NMC,72.6,26,0,1.7,0,,Moderate,0.0286,97.27,Healthy,,
a42b488e,Hyundai Ioniq 5,,72.6,19,91,42.8,0.54,2.18,Moderate,0.0255,98.08,Healthy,,
ed521e,Tesla Model ,NMC,75,88,522,24,0.9,1.75,Moderate,0.095,9.49,Healthy,,
9e91dedb,Ford Mustang Mach-E,,88,71,822,,0.21,1.66,Aggressive,0.0429,92.2,Healthy,,
cf9c842,Tesla Model ,NMC,75,1,29,,0.24,,Conservative,0.006,96.89,Healthy,,
2a9d855,Ford Mustang Mach-E,NMC,88,91,50,9.8,0.24,1.04,Moderate,0.09,9.68,Healthy,,
d897646a,Hyundai Ioniq 5,NMC,72.6,61,28,27,0.49,1.44,Moderate,0.0296,97.24,Healthy,,
41fc95bd,BYD Atto ,,60,4,595,9.8,0.91,1.2,Aggressive,0.0296,95.07,Healthy,,
ca7ad41,Ford Mustang Mach-E,,88,75,522,19,0.72,,Moderate,0.068,94.51,Healthy,,
af4f8e04,,NMC,75,42,25,,0.25,0.89,Moderate,0.0276,97.69,Healthy,,
a7b2b21,Tesla Model ,,75,78,906,2.8,0.1,1.06,Moderate,0.049,92,Healthy,,
4c525802,Hyundai Ioniq 5,NMC,72.6,2,175,11.6,0.48,1.4,Conservative,0.0247,98.2,Healthy,,
1cc9e41,Ford Mustang Mach-E,NMC,88,21,229,2.2,0.58,1.56,,0.0277,97.17,Healthy,,
6f7604b8,Hyundai Ioniq 5,,72.6,96,144,24,0.89,1.14,Aggressive,,81.47,Healthy,,
9f0bf87c,,NMC,72.6,59,0,22.2,0.51,,Moderate,0.0298,97.18,Healthy,,
90c0109,Ford Mustang Mach-E,NMC,88,1,52,,0.22,1.18,Aggressive,0.025,95.75,Healthy,,
0bbf2b,,LFP,60,84,912,,0.5,,Aggressive,0,9.05,Healthy,,
7b954b4e,Tesla Model ,,75,69,521,5.7,0.07,,Moderate,0.06,94.46,Healthy,,
2a17ca1a,BYD Atto ,LFP,60,2,29,0.5,0.56,1.92,Moderate,0.0196,99.91,Healthy,,
272688b,Wuling Air EV,LFP,26,87,70,4.2,0.55,1.42,Conservative,0.02,9.11,Healthy,,
a416a26,Wuling Air EV,LFP,26,72,626,21,0.1,1.75,Conservative,0.0256,97.11,Healthy,,
ed2d815b,,NMC,75,21,149,18.9,0.45,0.67,Moderate,0.024,98.55,Healthy,,
7728c7b0,Wuling Air EV,,26,49,254,19.7,0.76,2.5,Moderate,0.0217,98.4,Healthy,,
cfe2ef9f,Wuling Air EV,LFP,26,45,245,2,0.4,1.16,Aggressive,0.0244,97.6,Healthy,,
e219bf71,Hyundai Ioniq 5,NMC,72.6,26,155,19.9,0.1,0.8,Conservative,,99.11,Healthy,,
8060a5da,Tesla Model ,,75,76,8,,0.61,,,0.0475,91,Healthy,,
22ef1,,NMC,72.6,52,421,,0.1,1.9,Moderate,0.042,95.27,Healthy,,
05c127ca,Wuling Air EV,LFP,26,55,12,5.6,0.86,,Aggressive,0.0289,96.14,Healthy,,
e74c822d,Ford Mustang Mach-E,NMC,88,48,642,19.8,0.2,2.41,Conservative,0.061,95.16,Healthy,,
54a529e,Hyundai Ioniq 5,NMC,72.6,94,888,20.8,0.9,1.65,Aggressive,0.0502,89.74,Healthy,,
f504556,Wuling Air EV,LFP,26,56,612,18.5,0,2.28,Conservative,0.0285,96,Healthy,,
852c749e,BYD Atto ,,60,25,176,8.8,0.78,1.91,Conservative,0.028,98.24,Healthy,,
88eeea2,,LFP,60,58,719,24.7,0.14,,Aggressive,0.0297,95.07,Healthy,,
4f1dfd47,Hyundai Ioniq 5,NMC,72.6,65,56,4.5,0.7,,Aggressive,0.072,94.15,Healthy,,
b4ad816a,Hyundai Ioniq 5,NMC,72.6,41,580,,0.79,1.09,Aggressive,0.0421,92.44,Healthy,,
7150f4c,Wuling Air EV,,26,16,148,1.4,0.62,1.74,Moderate,0.0226,99.2,Healthy,,
6df5164,,LFP,26,29,191,14.9,0.18,,Aggressive,0.02,98.9,Healthy,,
f9192b78,Tesla Model ,,75,84,99,22.7,0,2.49,Aggressive,0.04,95.59,Healthy,,
2219cbe,Tesla Model ,NMC,75,5,,2.8,0.27,1.1,Moderate,,99.74,Healthy,,
6d5b94fe,Hyundai Ioniq 5,NMC,72.6,67,416,29.5,0.29,0.75,Moderate,0.026,95.58,Healthy,,
7b208610,Wuling Air EV,LFP,26,1,146,24.1,0.42,2.4,Moderate,,99.65,Healthy,,
09e9494,Ford Mustang Mach-E,NMC,88,67,47,20.9,0.66,1.02,Moderate,0.042,94.84,Healthy,,
7aff7297,Hyundai Ioniq 5,NMC,72.6,2,179,15.4,0.08,,Moderate,0.025,98.78,Healthy,,
75befdd8,Tesla Model ,NMC,75,25,252,6.6,0.27,,Moderate,0.0261,97.69,Healthy,,
c59f54e9,Wuling Air EV,LFP,26,45,29,16.9,0.11,1.68,Moderate,0.0194,99.9,Healthy,,
95169bbc,BYD Atto ,,60,29,145,16,0.16,1.78,Moderate,0.0229,99.01,Healthy,,
e229ac6,,,26,78,885,2.6,0.4,1.57,Moderate,0.051,92.7,Healthy,,
7f91aae,Tesla Model ,NMC,75,27,108,29.7,0.57,2.42,Aggressive,0.022,98.7,Healthy,,
abb0a857,,NMC,88,42,560,,0.67,,Moderate,0.04,92.95,Healthy,,
d68042,Hyundai Ioniq 5,NMC,72.6,25,20,27,0,0.55,Conservative,0.022,98.64,Healthy,,
e5ce0504,Ford Mustang Mach-E,NMC,88,91,1110,1.5,0.4,2.28,Conservative,0.0504,90.07,Healthy,,
d8a2dc80,Wuling Air EV,LFP,26,16,89,22.7,0.5,,Aggressive,0.0215,99.22,Healthy,,
884b9f6,Wuling Air EV,LFP,26,10,12,29.8,0.19,,Aggressive,0.021,99.11,Healthy,,
5610495,Ford Mustang Mach-E,NMC,88,12,111,0.7,0.87,1.56,Conservative,,98.55,Healthy,,
dce1d5,Tesla Model ,NMC,75,85,1218,,0.5,1.79,Aggressive,0.0671,84.69,Healthy,,
89c7eb,,LFP,60,19,126,2.4,0.14,,Moderate,0.0225,99.25,Healthy,,
64a7fc9b,Wuling Air EV,LFP,26,70,651,,0.9,1.4,Moderate,0.0291,95.99,Healthy,,
8dc624d5,BYD Atto ,,60,1,14,0.5,0.05,,Moderate,,98.02,Healthy,,
ca10c2d,Tesla Model ,NMC,75,1,12,20,0.09,2.22,Moderate,0.0244,98.84,Healthy,,
bedf715b,Tesla Model ,NMC,75,17,2,,0.11,,Aggressive,0.007,97.15,Healthy,,
d2a26706,Ford Mustang Mach-E,NMC,88,57,552,22.5,0.68,0.91,Moderate,0.09,9.51,Healthy,,
08cfe5c,BYD Atto ,,60,60,618,19.4,0.21,,Moderate,0.0274,96.65,Healthy,,
46047096,Tesla Model ,NMC,75,59,55,,0.95,,Moderate,,9,Healthy,,
f8ed5b05,,LFP,60,89,1102,17.8,0.14,,Moderate,0.016,9.74,Healthy,,
79d9e,,LFP,26,48,566,25.6,0.12,,Aggressive,0.027,96.08,Healthy,,
